Market,ASEAN Market
PT GLORIA ORIGITA COSMETICS,1
PT GRAND HYATT JAKARTA,1
PT GRIYA MIESEJATI,1
PT HANDAL LOGISTIK NUSANTARA,1
PT HEINZ ABC INDONESIA,1
PT HOGY INDONESIA,1
PT HUMPUSS TERMINAL PETIKEMAS,1
PT ICI PAINTS INDONESIA,1
PT IFORTE SOLUSI INFOTEK,1
PT IMAG INFORMASI SOLUSI,1
PT IMANI PRIMA,1
PT INDOGOLD SOLUSI GADAI,1
PT INDOKEMIKA JAYATAMA,1
PT INDOMETAL MITRABUANA,1
PT INDONESIA TORAY SYNTHETICS,1
PT INDONESIAN CLOUD,1
PT INDORAMA PETROCHEMICALS,1
PT INDORAMA POLYESTER,1
PT INDORAMA VENTURES INDONESIA,1
PT INDOVEST SECURITIES,1
PT INDUSTRIAL GASES INDONESIA,1
PT INOVASI INTI SUKSES,1
PT INOVIDEA MAGNA GLOBAL,1
PT INTI DINAMIKA LOGITAMA,1
PT ISTECH RESOURCES ASIA,1
PT ITOCHU INDONESIA,1
PT JAINDO METAL INDUSTRIES,1
PT JARDINE LLOYD THOMPSON,1
PT JASA ANGKASA SEMESTA TBK,1
PT JATELINDO PERKASA ABADI,1
PT JAYA SEJATI,1
PT JAYAKUSUMA PERDANA LINES,1
PT JUI SHIN INDONESIA,1
PT JURNALINDO AKSARA GRAFIKA,1
PT KARLIN MASTRINDO,1
PT KATEXINDO CITRAMANDIRI,1
PT KENARI DJAJA PRIMA,1
PT KERISMAS WITIKCO MAKMUR,1
PT KONIMEX,1
PT KRESNATEL INDONESIA,1
PT KURIO,1
PT KURNIA INSURANCE INDONESIA,1
PT LAGUNA MANDIRI,1
PT LIEBHERR INDONESIA PERKASA,1
PT LOGIKREASI UTAMA,1
PT M CLASS INDUSTRY,1
PT MAHAGAYA PERDANA,1
PT MAINPARK MEDIA INDONESIA,1
PT MANDIRI INTI PERKASA,1
PT MARS SYMBIOSCIENCE,1
PT MASPION ELEKTRONIK,1
PT MASTER KARYA NUSA,1
PT MEAD JOHNSON INDONESIA,1
PT MEDION,1
PT MERCEDES-BENZ DISTRIBUTION,1
PT MERCEDES-BENZ INDONESIA,1
PT MERPATI NUSANTARA,1
PT MHE-DEMAG INDONESIA,1
PT MILLENIA INFOKOM TEKNOLOGI,1
PT MISORI UTAMA,1
PT MITRA ANEKA REZEKI,1
PT MITRA INFOSARANA,1
PT MITSUBISHI KRAMA YUDHA,1
PT MOLTEN ALUMINIUM PRODUCER,1
PT MONICA HIJAU LESTARI,1
PT MULIA INDUSTRINDO,1
PT MULTI BINTANG INDONESIA TBK,1
PT MULTI CITRA ABADI,1
PT NENGGALA KARYA,1
PT NETTOCYBER INDONESIA,1
PT NOK INDONESIA,1
PT NUSANTARA COMPNET,1
PT PACIFIC TEXINDO INDUSTRY,1
PT PAKARTI RIKEN INDONESIA,1
PT PANARUB INDUSTRY,1
PT PAPERTECH INDONESIA,1
PT PATA INFORMATIKA NUSANTARA,1
PT PEGASUS KERAMIK TERBAIK,1
PT PELAYARAN SAMUDERA SELATAN,1
PT PIJAR MULYA UTAMA,1
PT PMB INDONESIA,1
PT POSMI STEEL INDONESIA,1
PT PRAKARSA ALAM SEGAR,1
PT PUPUK SRIWIJAYA/BIRO DPC,1
PT PUTRAMAS MULIA SANTOSA,1
PT QUARTEE TECHNOLOGIES,1
PT QUARTRINDO MARINA,1
PT QUEST INTERNATIONAL,1
PT RAMA PERWIRA,1
PT ROMAN CERAMIC INTERNATIONAL,1
PT SAJANG HEULANG,1
PT SALAM PACIFIC INDONESIA,1
PT SANDIMAS REKSAKERAMIKA,1
PT SARANAKREASI TEKNOLOGI,1
PT SATYA GLOBAL MULTI MEDIA,1
PT SCHERING INDONESIA,1
PT SDV LOGISTICS INDONESIA,1
PT SEIWA INDONESIA,1
PT SIBA SURYA,1
PT S-IK INDONESIA,1
PT SINERGI EXIMIUS,1
PT SIOEN INDONESIA,1
PT SOHO INDUSTRI FARMASI,1
PT SOLO MURNI,1
PT SOLUSI INTEGRASI UTAMA,1
PT SOLUSI TUNAS PRATAMA TBK,1
PT SONOCO INDONESIA,1
PT SONY ELECTRONICS INDONESIA,1
PT SONY MUSIC ENTERTAINMENT,1
PT SOT INDO-SOURCING,1
PT SOUTH PACIFIC VISCOSE,1
PT STAR SURYA PERKASA,1
PT SUGIHARTA LESTARINDO,1
PT SUMBER SETIA ABADI,1
PT SUMI RUBBER INDONESIA,1
PT SUNGINTEX,1
PT SUPERNOVA,1
PT SURYA TIMUR SAKTI JATIM,1
PT SURYA TOTO INDONESIA,1
PT SURYA ZIG ZAG,1
PT TAKEDA INDONESIA,1
PT TAKENAKA INDONESIA,1
PT TAMACO GRAHA KRIDA,1
PT TEC INDONESIA,1
PT TECHNO INTERNATIONAL,1
PT TEGUH SEMPURNA,1
PT TIDAR KERINCI AGUNG,1
PT TIGARAKSA SATRIA,1
PT TIMES PRIMA INDONESIA,1
PT TK INDUSTRIAL INDONESIA,1
PT TORAY INDUSTRIES INDONESIA,1
PT TOSHIBA CONSUMER PRODUCT,1
PT TRIMEGAH SECURITIES TBK,1
PT TS TECH INDONESIA,1
PT UPS CARDIG INTERNATIONAL,1
PT USAHATAMA SENTOSA MAS,1
PT USI JAYA/CIRCA,1
PT UTAMA CHIP KOMPUTER,1
PT VENETA INDONESIA,1
PT WHIZFONE INDONESIA,1
PT WYNNCOR BALI,1
PT. ABSOLUT REALITAS SOLUSI,1
PT. ADHIMIX PRECAST INDONESIA,1
PT. ADPLUS DIGITAL SOLUSINDO,1
PT. ADYABUANA PERSADA,1
PT. AETRA AIR JAKARTA,1
PT. AGIVA INDONESIA,1
PT. ALTRAK 1978,1
PT. AMTEK ENGINEERING BATAM,1
PT. APLIKASI KARYA ANAK BANGSA,1
PT. ARJUNA UTAMA KIMIA,1
PT. ASTARI NIAGARA,1
PT. AUSTINDO KENCANA JAYA,1
PT. BDO KONSULTAN INDONESIA,1
PT. BERLINA SURABAYA TBK,1
PT. BIROTIKA SEMESTA / DHL,1
PT. BIZZY COMMERCE INDONESIA,1
PT. BUBU KREASI PERDANA,1
PT. BURSA BERJANGKA JAKARTA,1
PT. CAKRAWALA PRIMA ENERGI,1
PT. CERTA SYSTEMS INDONESIA,1
PT. CITRA BORNEO UTAMA TBK,1
PT. DANATAMA MAKMUR,1
PT. DATACARAKA SOLUSINDO,1
PT. DATANG DSSP POWER,1
PT. DHARMA SATYA NUSANTARA,1
PT. DIA ELECTRO CIRCUIT,1
PT. EASTERN PEARL FLOUR MILLS,1
PT. EIGERINDO MULTIPRODUK,1
PT. EIRTEIC CONSULTING ASEAN,1
PT. EQUNIX BUSINESS SOLUTIONS,1
PT. ERAJAYA SWASEMBADA TBK,1
PT. ETHICA INDUSTRI FARMASI,1
PT. FLUOR DANIEL INDONESIA,1
PT. FUJITSU INDONESIA,1
PT. GLOBAL TEKNOLOGI MEDIA,1
PT. GOLDEN DOLBE,1
PT. HAIER ELECTRICAL,1
PT. HARMONI PANCA UTAMA,1
PT. HOLI PHARMA,1
PT. HOLLAND COLOURS ASIA,1
PT. HOME CREDIT INDONESIA,1
PT. HONDA LOGISTICS INDONESIA,1
PT. INDO ARTHA TEKNOLOGI,1
PT. INDOCYBER GLOBAL TEKNOLOGI,1
PT. INDOFARMA (PERSERO) TBK,1
PT. INDONESIA CHINA MOBILE,1
PT. INGENICO INTERNATIONAL,1
PT. INLAND TELEMATIKA,1
PT. INSPIRASI TEKNOLOGI,1
PT. INTI TELADAN ARTHA SWADAYA,1
"PT. INTILAND DEVELOPMENT, TBK",1
PT. JADDI GLOBAL SEJAHTERA,1
PT. KINO INDONESIA TBK,1
PT. KMK GLOBAL SPORTS,1
PT. KREDIT BIRO INDONESIA JAYA,1
PT. LAMIPAK PRIMULA INDONESIA,1
PT. MAHAVIRA SYSTEM INTEGRA,1
PT. MAUKU INDONESIA ABADI,1
PT. MC LIVING ESSENTIALS,1
PT. MEDIA INVESTOR INDONESIA,1
PT. MEDIXSOFT,1
PT. MEINDO ELANG INDAH,1
PT. MIRAE ASSET SEKURITAS,1
PT. MOBILE COIN ASIA,1
PT. NAP INFO LINTAS NUSA,1
PT. NOKIA SIEMENS NETWORKS,1
PT. NOVELL PHARMACEUTICAL,1
PT. NUSANTARA SURYA SAKTI,1
PT. PANCARAN DARAT TRANSPORT,1
PT. PARAGON PRATAMA TEKNOLOGI,1
PT. PARAGON UNIVERSA UTAMA,1
PT. PENTA VALENT,1
PT. PLAZA AUTO PRIMA,1
PT. PRATAMA MITRA SEJATI,1
PT. PRIMA INTEGRASI NETWORK,1
PT. PRIMUS INDONESIA,1
PT. PROPAN RAYA I.C.C,1
PT. PUTRA BANGUN CITRA MANDIRI,1
PT. PYRIDAM FARMA TBK,1
PT. RAHEL KARYA EMAS,1
PT. RANOB MEDIA INTERACTIVE,1
PT. REKA PIRANTI PRAKARSA,1
PT. RICH PRODUCTS,1
PT. SARIMURNI JAYA,1
PT. SIMPATINDO MULTIMEDIA,1
PT. STANLI TRIJAYA MANDIRI,1
PT. SUBAGA SURVEI PERSADA,2
PT. SUMMITRA SOLUSINDO,1
PT. SUPERNOVA FLEXIBLE,1
PT. SURYA INTI MANDIRI,1
PT. TATAMULIA NUSANTARA INDAH,1
PT. TELEMATIC MULTISYSTEM,1
PT. TIGA SRIKANDI JAYA,1
PT. TIRTAKENCANA TATAWARNA,1
PT. TOSHIBA GLOBAL COMMERCE,1
PT. TRANS - PACIFIC,1
PT. TRAVELOKA INDONESIA,1
PT. TRIBUANA MANUNGGAL,1
PT. TRIPAR MULTIVISION PLUS,1
PT. ULTIMA DIGITAL INDONESIA,1
PT. UPC SIDRAP BAYU ENERGI,1
PT. YULIE SEKURITAS INDONESIA,1
PT.ASURANSI FPG INDONESIA,1
PT.BALISOFT LINTASMEDIA,1
PT.EKAMAS FORTUNA,1
PT.HITACHI TERMINAL,1
PT.JEE TECHNOLOGY INDONESIA,1
PT.KINERJA UNGGUL NUSANTARA,1
PT.KREASI SEJAHTERA TEKNOLOGI,1
PT.MANDIRI TUNAS MUDA,1
PT.NAGASAKTI PARAMASHOES,1
PT.TANABE INDONESIA,1
PUS PENGEMB TEKNOLOGI MINERAL,1
PUSAT ILMU KOMPUTER UI,1
PUSAT STATISTIK PENDIDIKAN,1
REPSOL EXPLORATION CENDRAWASIH,1
RS JANTUNG HARAPAN KITA,1
RS TELOGOREJO,1
RSPAU DR. S. HARDJOLUKITO,1
RSUP DR. SARDJITO YOGYAKARTA,1
RTI INFOKOM PT,1
RTI INTERNATIONAL,1
RUMAH SAKIT ANAK DAN,1
RUMAH SAKIT FATMAWATI,1
RUMAH SAKIT ISLAM JAKARTA,1
RUMAH SAKIT METROPOLITAN,1
RUMAH SAKIT PANTAI INDAH KAPUK,1
RUMAH SAKIT UMUM HAJI SURABAYA,1
RUMAHNANGKA.COM,1
RUMAHWEB,1
SAMSUNG ELECTRONICS INDONESIA,1
SANTOSA BANDUNG INTERNATIONAL,1
SARICO INDAH,1
SAT KERJA SEMENTARA PELAKSANA,1
SATYA VISI UTAMA,1
SEKOLAH PELITA HARAPAN,1
SEKRETARIAT DPR REPUBLIK,1
"SENAYAN TRIKARYA SEMPANA, PT",1
SINGAPORE AIRLINES,1
SISNET MITRA SEJAHTERA PT,1
SOCLFEED,1
SOEMADIPRADJA & TAHER,1
SOLUSI PARAMITRA,1
SUPERIORPICS,1
SUZUYA GROUP,1
TOYOPLAS MFG INDONESIA,1
TRANS POWER MARINE PT,1
UNITED NATIONS DEVELOPMENT,1
UNIV.INDONESIA FAKULTAS HUKUM,1
UNIV.MUHAMMADIYAH SURAKARTA,1
UNIVERSITAS ISLAM NEGERI,1
UNIVERSITAS ISLAM SYEKH YUSUF,1
UNIVERSITAS MERCU BUANA,1
UNIVERSITAS MUHAMMADIYAH,1
UNIVERSITAS NASIONAL FAKULTAS,1
UNIVERSITAS PASUNDAN,1
UNIVERSITAS SRIWIJAYA,1
UNIVERSITAS SUMATERA UTARA,1
UNIVERSITAS TERBUKA,1
VALDO INC,1
VISONINDO NETWORK PERDANA,1
"WACHOVIA BANK, N.A",1
WAVOO,1
WEIR MINERALS,1
"WELLS FARGO BANK, N.A",1
YAYASAN AMIK BANI SALEH,1
T0012452,500
ALTERMYTH,1
"ARROW ELECTRONICS, INC.",1
ASKITEL,1
AT&T WORLDWIDE TELECOMMUNICA-,1
BADAN NASIONAL PENEMPATAN DAN,1
BADAN PENGATUR HILIR MINYAK,1
BADAN PENGEMBANGAN SUMBER DAYA,1
BADAN STANDARDIDASI NASIONAL,1
BALAI RISET DAN OBSERVASI,1
BANDUNG INSTITUTE OF TECHNOLOG,1
BANK HIMPUNAN SAUDARA,1
BANK OF CHINA,1
BANK PERKREDITAN RAKYAT,1
BANK PINAESAAN,1
BANPU,1
BEN LINE AGENCIES,1
BENDAHARAWAN RUTIN DINAS,1
BPKP PERWAKILAN PROVINSI JAWA,1
BPR BKK LASEM,1
BUT. ABN AMRO BANK N.V,1
BUT.REPSOL EXPLORACION,1
"CARGILL, INCORPORATED",1
"CHEIL JEDANG INDONESIA, PT",1
"COROUS360, PT",1
CV TITIPAN KILAT,1
CV. INDOKOM,1
CV. MULIA SETIA HATI,1
D&B INDONESIA PT,1
DANA PENSIUN PERKEBUNAN PT,1
DEPARTEMEN KEHAKIMAN RI,1
DHL EXEL SUPPLY CHAIN,1
DINAS KEPENDUDUKAN DAN CATATAN,1
DINAS PENDAPATAN DAERAH TORAJA,1
DINAS PENDAPATAN DAN PENGELOLA,1
DINAS PENGELOLAAN KEUANGAN,1
DINAS PERHUBUNGAN KOMUNIKASI,2
DIPENDA KODYA PADANG,1
DIPENDA TK II PEKANBARU,1
DIPENDA TK.II MOJOKERTO,1
"DISDUS INDONESIA, PT",1
DISPENDA PROVINSI JAWA BARAT,1
DPPKAD PEMERINTAH KABUPATEN,1
EDGE NETWORK SERVICES LIMITED,1
"EKOKAPITAL SEKURITAS, PT",1
ENESIS GROUP,1
"ERRAENERSI KONSTRUKSINDO, PT",1
FIRST NATIONAL GLASSWARE LTD,1
FORESIGHT CONSULTING,1
GARUDA FOOD GROUP,1
GDILAB,1
GEREJA JKI INJIL KERAJAAN,1
GEREJA MAWAR SHARON,1
"GOLDEN CASTLE, PT",1
GRAHA ENERGI DELAPAN MANDIRI,1
GUNATRONIKATAMA CIPTA SISTIM,1
HD CAPITAL PT,1
HIMPUNAN BANK MILIK NEGARA,1
"HONEYWELL PTE. LTD,",1
HOTEL TRIO INDAH,1
IDWEBHOST,1
"INDO TAMBANGRAYA MEGAH TBK, PT",1
INDOINTERNIX,1
INDUSTRI JAMU BOROBUDUR,1
INSTITUT SENI INDONESIA,1
JABABEKA,1
JGC CORPORATION & PT. BRI J.O,1
JL EMERGING MARKETS,1
JOHNY ANDREAN GROUP,1
KAMADJAJA LOGISTICS PT,1
KANTOR DINAS PENDAPATAN PROV,1
KANTOR WAKIL PRESIDEN,1
KEMENTERIAN PERTANIAN REPUBLIK,1
KISEL INDONESIA,1
KLIKSAYA.COM,1
"KOTAMINYAK INTERNUSA, PT",1
KUDO,1
KWIK KIAN GIE SCHOOL OF,1
LAPINDO BRANTAS INC,1
"LAUTAN LUAS, PT",1
MAHKAMAH AGUNG REPUBLIK,1
"MANDALA MULTIFINANCE TBK, PT",1
MEDIA AKSES GLOBAL INDO,1
METROPOLITAN MEDICAL CENTER,1
MILLENIUM CHALLENGE ACCOUNT,1
MOET-HENNESSY ASIA PTE LTD,1
NATIONAL HOSPITAL SURABAYA,1
OPTIK SEIS,1
P.T. MITSUBISHI JAYA,1
PD BPR BANK JOGJA,1
PEMDA TK I BALI,1
PEMERINTAH KOTA BANDUNG,1
PERSATUAN AKTUARIS INDONESIA,1
PERUM PERIKANAN INDONESIA,1
POLITEKNIK KAMPAR,1
POLITEKNIK NEGERI SEMARANG,1
PRESIDENCY OF THE REPUBLIC OF,1
PRIMA PARAHYANGAN COMPUTER,1
"PRIMACOM INTERBUANA, PT",1
"PRIMATAMA KARYA PERSADA, PT",1
PT  SEKAR BUMI TBK,1
PT ACEH RUBBER INDUSTRIES,1
PT ADHYA TIRTA BATAM,1
PT ADSKOM INDONESIA,1
PT ADYABINA PUTRAMAS,1
PT AGRO HARAPAN LESTARI,1
PT AIRINDO SAKTI,1
PT AJINOMOTO INDONESIA,1
PT ALCAN INDONESIA,1
PT ALIANSI TEKNOLOGI INDONESIA,1
PT ANUGERAH ARGONMEDICA,1
PT ANUGERAH PHARMINDO LESTARI,1
PT ANWAR SIERAD,1
PT APAC INTI CORPORA,1
PT ARAH INVESTASI MANDIRI,1
PT ARDH GLOBAL INDONESIA,1
PT ARGHA KARYA PRIMA INDUSTRY,1
PT ARISTI JASADATA,1
PT ARNOTT'S INDONESIA,1
PT ASMO INDONESIA,1
PT ASTRAZENECA INDONESIA,1
PT ASURANSI BINA DANA ARTA TBK,1
PT ASURANSI JIWA INDOSURYA,1
PT ATEJA TRITUNGGAL,1
PT AUSTASIA STOCKFEED,1
PT AUSTINDO NUSANTARA JAYA TBK,1
PT BAKRIE & BROTHERS,1
PT BALINA AGUNG PERKASA,1
PT BANK AKITA,1
PT BANK MALUKU,1
PT BANK PACIFIC,1
PT BANK RABOBANK INTERNATIONAL,1
PT BANK UFJ INDONESIA,1
PT BELAMANI INTI UTAMA,1
PT BERLINA TBK,1
PT BHAKTI FINANCE,1
PT BIMA SENOPATI GROGOL,1
PT BLUE CUBE INDONESIA,1
PT BPR JAWA TIMUR,1
PT BPR SURYA YUDHA KENCANA,1
PT BRAVURA BISNIS SOLUSI,1
PT BUKIT JAYA ABADI,1
PT BUKIT PERAK,1
PT BUMBU DESA,1
PT CAHAYA BINTANG MANDIRI,1
PT CAKRAWALA ANDALAS TELEVISI,1
PT CAPRIFARMINDO LABORATORIES,1
PT CATUR MITRA SEJATI SENTOSA,1
PT CENTRAL RETAIL INDONESIA,1
PT CHEIL JEDANG INDONESIA,1
PT CIPTA TELEVISI PENDIDIKAN,1
PT CIPTADANA CAPITAL,1
PT CISADANE RAYA CHEMICALS,1
PT CITRA ABADI SEJATI,1
PT CITRA SARI MAKMUR,1
PT DAMAI SEJATI,1
PT DATACOM DIANGRAHA,1
PT DJABESMEN,1
PT DONGSUNG JAKARTA,1
PT EGLOBAL TEKNOLOGI SOLUSINDO,1
PT ELMARA REZEKI UTAMA,1
PT EPCOS INDONESIA,1
PT ESPAY DEBIT INDONESIA,1
PT ETERNIT GRESIK,1
PT EWINDO,1
PT EXCO NUSANTARA INDONESIA,1
PT EXPEDITORS INDONESIA,1
PT FASTRATA BUANA,1
PT FORTUNE INDONESIA,1
PT FRISIAN FLAG INDONESIA,1
PT FUJITSU SYSTEMS INDONESIA,1
PT GALIC BINA MADA,1
PT GARUDA METALINDO,1
PT GENERAL MOTORS INDONESIA,2
PT GENERASI INDONESIA DIGITAL,1
PT GENTRANS INDONESIA,1
PT GEOTHERMAL SERVICES,1
PT GM AUTO WORLD INDONESIA,1
PT GOBEL DHARMA NUSANTARA,1
PT GREEN EAGLE,1
PT GUNATRONIKATAMA CIPTA,1
PT GUNTNER INDONESIA,1
PT HAGA BANK,1
PT HARITA PANCA UTAMA,1
PT HARITA PRIMA ABADI MINERAL,1
PT HARTONO ISTANA TEKNOLOGI,1
PT HARTONO WIRA TANIK,1
PT HASJRAT ABADI,1
PT HERCULON CARPET,1
PT HI-TECH AGRATEKTRON,1
PT HONEY LADY UTAMA,1
PT INDO AD,1
PT INDO TAMBANGRAYA MEGAH TBK,1
PT INDOINTERNET,1
PT INDOMINCO MANDIRI,1
PT INDONESIA NEWS CENTER,1
PT INDONUSA COMPUTER SYSTEM,1
PT INDOPRIMA GEMILANG,1
PT INDO-RAMA SYNTHETICS TBK,1
PT INDRA BISMA MAHESA,1
PT INFINYS SYSTEM INDONESIA,1
PT INOVASI LINTAS MEDIA,1
PT INTER ANEKA LESTARI KIMIA,1
PT INTER-DELTA,1
PT INTERNA PRIMA,1
PT INTI DUFREE PROMOSINDO,1
PT INTI GANDA PERDANA,1
PT JAKARTA LAND,1
PT JASA TEKNOLOGI,1
PT JATIMWOOD KARYAJAYA,1
PT JC INDONESIA,1
PT JOJONOMIC INDONESIA,1
PT JONES LANG LASALLE,1
PT JORONG BARUTAMA GRESTON,1
PT KABELMETAL INDONESIA,1
PT KAMALTEX/TUBANTIA,1
PT KAPAL API GLOBAL,1
PT KITADIN,1
PT KLIRING BERJANGKA INDONESIA,1
PT KONSULINDO INFORMATIKA,1
PT KRESNA ASSET MANAGEMENT,1
PT KRIDATAMA LANCAR,1
PT KUBOTA INDONESIA,1
PT LAFARGE CEMENT ANDALAS,1
PT LAUTANDHANA SECURINDO,1
PT LEA SANENT,1
PT LIFUNG INDONESIA,1
PT LIMAWIRA WISESA,1
PT LINFOX LOGISTICS INDONESIA,1
PT LUMBUNG ARTAKENCANA,1
PT MAERSK INDONESIA,1
PT MAERSK INDONESIA FOR MAERSK,1
PT MAHACITTA TEKNOLOGI,1
PT MARUBENI INDONESIA,1
PT MASAGUNG TUNGGAL,1
PT MASTANDO EKARAKSA,1
PT MATAHARI SAKTI,1
PT MAXIMA INTEGRA INVESTAMA,1
PT MAZDA INDONESIA MFG,1
PT MAZDA MOTOR INDONESIA,1
PT MEDIATRAC SISTEM KOMUNIKASI,1
PT METROCOM GLOBAL SOLUSI,2
PT MISYS INTERNATIONAL,1
PT MITRA ANUGERAH GEMILANG,1
PT MITRA BISINFO UTAMA,2
PT MITRA LINGKUNGAN,1
PT MITRA SARANA PURNAMA,1
PT MODERN PHOTO FILM CO,1
PT MORGAN STANLEY ASIA,1
PT MULTISOFT JAVA TECHNOLOGIES,1
PT MUSTIKA RATU,1
PT MUTIARA BARA ENERGY,1
PT NETMARKS INDONESIA,1
PT NEWMONT NUSA TENGGARA,1
PT NORTHSTAR PACIFIC CAPITAL,1
PT NUSA HALMAHERA MINERALS,1
PT OPTUS SOLUTION,1
PT ORINDO ALAM AYU (ORIFLAME),1
PT OTP GEOTHERMAL SERVICES,1
PT PACIFIC AGUNG TRIJAYA,3
PT PACIFIC PLACE JAKARTA,1
PT PANALPINA NUSAJAYA,1
PT PANGANSARI UTAMA,1
PT PAPERTECH INDONESIA,1
PT PASARAYA NUSAKARYA,1
PT PCI ELEKTRONIK,1
PT PELITA RELIANCE,1
PT PERKEBUNAN XII,1
PT PHINCON,1
PT POS INDONESIA (PERSERO),1
PT PRADJA PHARMACEUTICAL,1
PT PRICE WATERHOUSE INDONESIA,1
PT PRICEBOOK DIGITAL INDONESIA,1
PT PRIMA ALLOY STEEL,1
PT PRIMA INREKSA INDUSTRIES,1
PT PROCTER & GAMBLE HOME,1
PT PUNDI KENCANA,1
PT RABO BANK DUTA INDONESIA,1
PT RAJA KAMAR INTERNATIONAL,1
PT RAJAWALI PLANTATION,1
PT RELIANCE SECURITIES,1
PT RINTIS SEJAHTERA,1
PT ROYAL ABADI SEJAHTERA,1
PT SAMUDERA INFORMASI,1
PT SANGGAR SARANA BAJA,1
PT SANTAN BATUBARA,1
PT SAP INDONESIA,1
PT SARANAGRIYA LESTARI KERAMIK,1
PT SARANAKREASI TEKNOLOGI,1
PT SCHNEIDER INDONESIA,1
PT SEBUKU IRON LATERITIC ORES,1
PT SEPATU BATA,1
PT SHINDENGEN INDONESIA,1
PT SIEMENS INDONESIA,1
PT SILVERLAKE INFORMATIKATAMA,1
PT SISTELINDO MITRA LINTAS,2
PT SOFCO GRAHA,1
PT SORINI TOWA BERLIAN,1
PT SRI TRANG LINGGA INDONESIA,1
PT SRIBOGA RATURAYA SEMARANG,1
PT STRUCTURED SERVICES,1
PT SUCORINVEST CENTRAL GANI,1
PT SUMCO INDONESIA,1
PT SUPRA PRIMATAMA NUSANTARA,1
PT SUPREME CABLE MFG CORP,1
PT SURACO JAYA ABADI MOTOR,1
PT SURVEY PRIMA SOLUSI,1
PT SURYA GEMILANG PERKASA,1
PT SURYA MULTI INDOPACK,1
PT SURYA PERTIWI,1
PT SURYA SEMESTA INTERNUSA TBK,1
PT SWAKARSA SINARSENTOSA,1
PT SYNNEX METRODATA INDONESIA,1
PT TAP APPLIED AGRI SERVICES,1
PT TIETOENATOR INDONESIA,1
PT TIP TOP,1
PT TIRTA ALAM SEGAR,1
PT TIRTA PUTRA WISATA,1
PT TITAN PETROKIMIA NUSANTARA,1
PT TOTAL OIL INDONESIA,1
PT TRANS AVIA UTAMA,1
PT TRIPUTRA AGRO PERSADA,1
PT TRUBAINDO COAL MINING,1
PT TUDUNG PUTRA PUTRI JAYA,1
PT UNICHEM CANDI INDUSTRI DURI,1
PT UNIPACK INDOSYSTEMS,1
PT VALBURY ASIA FUTURES,1
PT VIVA MEDIA BARU,1
PT VIVASTOR TECHNO LOGICA,1
PT VOLEX CABLE ASSEMBLY,1
PT WILMAR CONSULTANCY SERVICES,1
PT WIRATMAN & ASSOCIATES,1
PT WIRELESS INDONESIA,1
PT XSYS DISTI CEMERLANG,1
PT. 88DB INDONESIA,1
PT. AETRA AIR TANGERANG,1
PT. AJINOMOTO INDONESIA,1
PT. ALAM JAYA PRIMANUSA,1
PT. ALFA OMEGA INDUSTRI,1
PT. ASIASOFT INDONESIA,1
PT. ASSAFAR IMAN AMANAH,1
PT. ASURANSI MAXIMUS GRAHA,1
PT. ATLAS COPCO INDONESIA,1
PT. AUTOMOTIVE FASTENERS,1
PT. BAKER HUGHES INDONESIA,1
PT. BELCINDO SINAR MULIA,1
PT. BETON PERKASA WIJAKSANA,1
PT. BIRU AMRETA TRISNA,1
PT. BOSOWA CORPORINDO,1
PT. CLADTEK BI METAL,1
PT. COSMA MITRA SEJAHTERA,1
PT. CRIF LEMBAGA INFORMASI,1
PT. DATACOMM DIANGRAHA,1
PT. DHARMA AGUNG WIJAYA,1
PT. EBIZ CIPTA SOLUSI,1
PT. ECOGREEN OLEOCHEMICALS,1
PT. EGLOBAL TEKNOLOGI,1
PT. ENERGI MITRA INVESTAMA,1
PT. ENERGY CONSULTING,1
PT. EUROKARS ARTHA UTAMA,1
PT. EZEELINK INDONESIA,1
PT. FAIRCO AGRO MANDIRI,1
PT. FAJAR INTI SURYA,1
PT. FINNANTARA INTIGA,1
PT. FUTURE PIPE INDUSTRIES,1
PT. GENERAL MOTORS INDONESIA,1
PT. GML PERFORMANCE CONSULTING,1
PT. GORONTALO PG,1
PT. INDOGOLD SOLUSI GADAI,1
PT. INDOJAYA AGRINUSA,1
PT. INDUSTRI DJAMU DAN,1
PT. IONSOFT,1
PT. ITHACA RESOURCES,1
PT. JAYA TEKNIK INDONESIA,1
PT. JGC CORPORATION & PT JGC,1
PT. KALVENTIS SINERGI FARMA,1
PT. KARYAMAS ADINUSANTARA,1
PT. KARYAMEGAH ADIJAYA,1
PT. KEMALA INTI SOLUSI,1
PT. KORN/FERRY INTERNATIONAL,1
PT. KREON INDONESIA,1
PT. MARUNDA MEGA INDUSTRI,1
PT. MASTERCARD INDONESIA,1
PT. MEGA INFOTAMA,1
PT. MINDA ASEAN AUTOMOTIVE,1
PT. NEC INDONESIA,1
PT. NORTHSTAR PACIFIC CAPITAL,1
PT. PELAYARAN BINTANG PUTIH,1
PT. PFI MEGA LIFE INSURANCE,1
PT. POLYFIN CANGGIH,1
PT. PRASADHA PAMUNAH,1
PT. PSN ENAM INDONESIA,1
PT. RAJA ABADI MAKMUR SEJATI,1
PT. RSM INDONESIA KONSULTAN,1
PT. SANDVIK INDONESIA,1
PT. SEMBILAN PILAR ANUGERAH,1
PT. SHELL INDONESIA,1
PT. SIEMENS INDUSTRIAL POWER,1
PT. SIRA MANUNGGAL SELARAS,1
PT. SISINDOKOM LINTASBUANA,1
PT. SRITRANG LINGGA INDONESIA,1
